Timestamp,World_X,World_Y,World_Z,UTM_Easting,UTM_Northing,UTM_Zone,Velocity_kmh,Yaw,pitch,Roll,F_LeftValue,F_RightValue,Total_M,Start_M,CurrentSpeed,Acceleration,Deceleration
0.147,1610.00,270.00,90.10,320848.7602,4039046.5139,52,176.33,-90.0000,0.0000,0.0000,-0.0000,0.0000,0.000,0.000,0.4898,0.0000,0.0000
0.214,1610.00,270.00,81.66,320848.7602,4039046.5139,52,470.03,-90.0000,0.0000,0.0000,-0.0000,0.0000,0.084,0.084,1.3056,8.1582,0.0000
0.314,1610.00,270.00,62.90,320848.7602,4039046.5139,52,822.15,-90.0000,0.0000,0.0000,-0.0000,0.0000,0.272,0.272,2.2838,9.7813,0.0000
0.414,1610.00,270.00,34.36,320848.7602,4039046.5139,52,1173.93,-90.0000,0.0000,0.0000,-0.0000,0.0000,0.557,0.557,3.2609,9.7715,0.0000
0.514,1609.99,269.86,15.01,320848.7601,4039046.5153,52,50.57,-89.9998,0.1961,0.0098,-0.0000,0.0000,0.751,0.751,0.1405,-31.2043,31.2043
0.614,1610.00,270.04,25.57,320848.7602,4039046.5135,52,346.33,-90.0002,0.0897,0.0039,-0.0000,0.0000,0.857,0.645,0.9620,8.2154,0.0000
0.714,1610.01,270.28,29.45,320848.7602,4039046.5111,52,7.34,-90.0004,-0.0820,0.0012,-0.0000,0.0000,0.895,0.606,0.0204,-9.4164,9.4164
0.814,1610.01,270.27,25.10,320848.7603,4039046.5112,52,163.67,-90.0005,0.0406,0.0024,-0.0000,0.0000,0.939,0.650,0.4546,4.3426,0.0000
0.914,1610.01,270.25,24.24,320848.7603,4039046.5114,52,39.72,-90.0005,0.1895,0.0028,-0.0000,0.0000,0.947,0.659,0.1103,-3.4431,3.4431
1.014,1610.01,270.31,25.38,320848.7603,4039046.5108,52,22.12,-90.0006,0.1096,0.0018,-0.0000,0.0000,0.959,0.647,0.0614,-0.4889,0.4889
1.114,1610.02,270.29,25.28,320848.7603,4039046.5110,52,13.03,-90.0005,0.1128,0.0017,-0.0000,0.0000,0.960,0.648,0.0362,-0.2526,0.2526
