Timestamp,World_X,World_Y,World_Z,UTM_Easting,UTM_Northing,UTM_Zone,Velocity_kmh,Yaw,pitch,Roll,F_LeftValue,F_RightValue,Total_M,Start_M,CurrentSpeed,Acceleration,Deceleration
0.118,1610.00,270.00,91.73,320848.7602,4039046.5139,52,58.79,-90.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.1633,0.0000,0.0000
0.211,1610.00,270.00,87.37,320848.7602,4039046.5139,52,293.83,-90.0000,0.0000,0.0000,-0.0000,0.0000,0.044,0.044,0.8162,6.5290,0.0000
0.311,1610.00,270.00,72.93,320848.7602,4039046.5139,52,656.26,-90.0000,0.0000,0.0000,-0.0000,0.0000,0.188,0.188,1.8229,10.0674,0.0000
0.411,1610.00,270.00,49.00,320848.7602,4039046.5139,52,1008.20,-90.0000,0.0000,0.0000,-0.0000,0.0000,0.427,0.427,2.8006,9.7761,0.0000
0.511,1610.00,269.96,17.38,320848.7602,4039046.5143,52,911.61,-89.9999,0.0427,0.0033,-0.0000,0.0000,0.744,0.744,2.5322,-2.6830,2.6830
0.611,1610.00,269.92,20.13,320848.7601,4039046.5147,52,476.38,-90.0000,0.1841,0.0079,-0.0000,0.0000,0.771,0.716,1.3233,-12.0896,12.0896
0.711,1610.00,270.18,29.21,320848.7602,4039046.5121,52,181.90,-90.0004,-0.0117,0.0021,-0.0000,0.0000,0.862,0.625,0.5053,-8.1801,8.1801
0.811,1610.01,270.39,28.53,320848.7603,4039046.5100,52,170.93,-90.0006,-0.1598,-0.0004,-0.0000,0.0000,0.869,0.632,0.4748,-0.3047,0.3047
0.911,1610.01,270.22,23.75,320848.7603,4039046.5117,52,63.99,-90.0005,0.1710,0.0031,-0.0000,0.0000,0.917,0.680,0.1777,-2.9707,2.9707
1.011,1610.01,270.30,24.81,320848.7603,4039046.5109,52,62.95,-90.0006,0.1590,0.0024,-0.0000,0.0000,0.928,0.669,0.1749,-0.0287,0.0287
1.111,1610.02,270.33,25.51,320848.7603,4039046.5106,52,3.00,-90.0006,0.0983,0.0016,-0.0000,0.0000,0.934,0.662,0.0083,-1.6652,1.6652
1.211,1610.02,270.31,25.14,320848.7604,4039046.5109,52,11.46,-90.0006,0.1223,0.0018,-0.0000,0.0000,0.938,0.666,0.0318,0.2349,0.0000
1.311,1610.02,270.31,25.09,320848.7604,4039046.5108,52,3.35,-90.0006,0.1251,0.0019,-0.0000,0.0000,0.939,0.666,0.0093,-0.2253,0.2253
1.411,1610.02,270.31,25.15,320848.7604,4039046.5108,52,0.46,-90.0006,0.1212,0.0019,-0.0000,0.0000,0.939,0.666,0.0013,-0.0804,0.0804
1.511,1610.02,270.31,25.15,320848.7604,4039046.5108,52,0.07,-90.0006,0.1211,0.0019,-0.0000,0.0000,0.939,0.666,0.0002,-0.0107,0.0107
