Timestamp,World_X,World_Y,World_Z,UTM_Easting,UTM_Northing,UTM_Zone,Velocity_kmh,Yaw,pitch,Roll,F_LeftValue,F_RightValue,Total_M,Start_M,CurrentSpeed,Acceleration,Deceleration
0.176,0.00,270.00,91.73,320832.6602,4039046.5139,52,58.79,-90.0000,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.1633,0.0000,0.0000
0.238,0.00,270.00,90.10,320832.6602,4039046.5139,52,176.33,-90.0000,0.0000,0.0000,-0.0000,0.0000,0.016,0.016,0.4898,3.2650,0.0000
0.307,0.00,270.00,81.37,320832.6602,4039046.5139,52,476.83,-90.0000,0.0000,0.0000,-0.0000,0.0000,0.104,0.104,1.3245,8.3472,0.0000
0.407,0.00,270.00,62.40,320832.6602,4039046.5139,52,829.23,-90.0000,0.0000,0.0000,-0.0000,0.0000,0.293,0.293,2.3034,9.7888,0.0000
0.507,0.00,270.00,33.67,320832.6602,4039046.5139,52,1180.99,-90.0000,0.0000,0.0000,-0.0000,0.0000,0.581,0.581,3.2805,9.7713,0.0000
0.607,-0.01,269.86,14.70,320832.6601,4039046.5153,52,83.44,-89.9998,0.1947,0.0100,-0.0000,0.0000,0.770,0.770,0.2318,-30.4876,30.4876
0.707,0.00,270.05,25.78,320832.6602,4039046.5134,52,354.76,-90.0002,0.0838,0.0038,-0.0000,0.0000,0.881,0.659,0.9854,7.5366,0.0000
0.807,0.01,270.29,29.90,320832.6602,4039046.5110,52,3.64,-90.0005,-0.0886,0.0008,-0.0000,0.0000,0.922,0.618,0.0101,-9.7533,9.7533
0.907,0.01,270.30,25.09,320832.6603,4039046.5109,52,209.94,-90.0005,-0.0026,0.0020,-0.0000,0.0000,0.970,0.666,0.5832,5.7307,0.0000
1.007,0.01,270.25,23.98,320832.6603,4039046.5114,52,50.80,-90.0006,0.2097,0.0031,-0.0000,0.0000,0.981,0.677,0.1411,-4.4207,4.4207
1.107,0.01,270.33,25.45,320832.6603,4039046.5106,52,28.45,-90.0007,0.1082,0.0018,-0.0000,0.0000,0.996,0.663,0.0790,-0.6207,0.6207
1.207,0.02,270.31,25.31,320832.6603,4039046.5108,52,16.69,-90.0006,0.1100,0.0017,-0.0000,0.0000,0.998,0.664,0.0464,-0.3267,0.3267
1.307,0.02,270.30,25.06,320832.6604,4039046.5109,52,1.46,-90.0006,0.1274,0.0019,-0.0000,0.0000,1.000,0.667,0.0041,-0.4231,0.4231
1.407,0.02,270.31,25.13,320832.6604,4039046.5108,52,0.00,-90.0006,0.1223,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0406,0.0406
1.507,0.02,270.31,25.15,320832.6604,4039046.5108,52,0.02,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0001,0.0006,0.0000
1.607,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.01,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0005,0.0005
1.707,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0001,0.0001
1.807,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
1.907,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
2.007,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
2.107,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
2.207,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
2.307,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
2.407,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
2.507,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
2.607,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
2.707,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
2.807,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
2.907,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
3.007,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
3.107,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
3.207,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
3.307,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
3.407,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
3.507,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
3.607,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
3.707,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
3.807,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
3.907,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
4.007,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
4.107,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
4.207,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
4.307,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
4.407,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
4.507,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
4.607,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
4.707,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
4.807,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
4.907,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
5.007,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
5.107,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0000,0.0000
5.207,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0001,0.0000
5.307,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0001,0.0001
5.407,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
5.507,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.01,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,0.0002,0.0000
5.607,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0002,0.0002
5.707,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
5.807,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
5.907,0.02,270.31,25.16,320832.6604,4039046.5108,52,0.00,-90.0006,0.1212,0.0019,-0.0000,0.0000,1.001,0.666,0.0000,-0.0000,0.0000
